restaurant_lat,restaurant_lon,customer_lat,customer_lon,distance_km,order_hour,day_of_week,weather,traffic_level,prep_time_min,rider_availability,order_size,historical_avg_delivery_min,delivery_time_min
17.413748,78.427616,17.470822,78.444854,6.605,12,2,Clear,Low,21.4,Low,Large,41.5,61.3
17.327959,78.497213,17.348054,78.461463,4.404,19,5,Rainy,Medium,18.9,High,Large,53.1,50.9
17.322906,78.544346,17.381017,78.521071,6.918,17,3,Rainy,Medium,11.3,High,Medium,53.0,38.3
17.433681,78.526731,17.47232,78.530697,4.317,19,4,Clear,Medium,19.5,High,Medium,29.7,36.5
17.394219,78.446815,17.339543,78.492634,7.785,3,4,Clear,Low,19.4,Medium,Medium,49.6,37.8
17.413047,78.512563,17.353505,78.548174,7.623,12,0,Clear,Low,7.2,Low,Small,36.2,38.6
17.453,78.364066,17.395496,78.340312,6.873,10,3,Clear,High,11.2,High,Small,48.1,42.4
17.426944,78.464454,17.421172,78.487073,2.484,20,3,Cloudy,Medium,9.4,Medium,Small,25.1,28.1
17.410716,78.53486,17.425522,78.475059,6.555,15,4,Clear,Medium,18.4,Medium,Medium,25.7,37.0
17.411841,78.429277,17.409618,78.409194,2.145,17,0,Cloudy,High,7.3,Medium,Small,31.3,22.5
17.36079,78.54202,17.382046,78.582772,4.928,21,0,Cloudy,High,15.5,Low,Medium,42.3,47.8
17.306164,78.394137,17.300116,78.352281,4.494,16,5,Clear,Low,19.0,Medium,Medium,53.2,37.5
17.387343,78.371127,17.332451,78.353534,6.383,15,5,Clear,Medium,10.6,Medium,Medium,49.4,41.2
17.342917,78.454952,17.310057,78.395078,7.331,12,2,Clear,High,28.1,High,Large,30.3,69.4
17.381706,78.531449,17.440821,78.474225,8.948,1,0,Cloudy,Medium,23.9,Medium,Large,30.6,56.2
17.470681,78.412256,17.452184,78.369778,4.953,17,1,Cloudy,Low,9.6,High,Small,51.6,31.2
17.346788,78.510032,17.32576,78.462256,5.584,7,4,Clear,Low,25.9,Low,Large,47.3,48.1
17.311661,78.383839,17.269996,78.382607,4.635,2,4,Clear,High,27.0,Medium,Large,42.3,49.0
17.356277,78.499114,17.414734,78.547115,8.258,8,5,Stormy,Medium,6.5,High,Small,26.5,39.8
17.358719,78.461405,17.326374,78.411562,6.397,8,3,Cloudy,High,16.8,Medium,Medium,29.4,51.0
17.432383,78.385003,17.450002,78.429384,5.099,9,5,Cloudy,Medium,10.5,Medium,Small,42.1,28.3
17.411406,78.493617,17.356452,78.513796,6.475,6,1,Clear,Medium,11.2,Low,Small,50.4,37.9
17.45678,78.492751,17.404756,78.453019,7.158,22,1,Clear,High,25.3,Medium,Large,44.4,63.1
17.432863,78.453087,17.458873,78.427855,3.941,21,2,Rainy,Medium,23.8,Medium,Large,39.8,54.1
17.381277,78.395094,17.397498,78.358396,4.292,0,5,Cloudy,High,14.6,Medium,Medium,52.6,38.0
17.462804,78.376459,17.484424,78.411175,4.397,11,6,Clear,Medium,6.9,High,Small,26.5,29.5
17.333395,78.541451,17.301111,78.568463,4.594,7,0,Clear,High,6.0,High,Small,29.3,26.8
17.304542,78.481163,17.362729,78.457692,6.933,20,1,Cloudy,Medium,12.7,Medium,Medium,32.0,37.7
17.31801,78.511848,17.325015,78.458368,5.73,11,0,Clear,Medium,7.2,Medium,Small,25.3,30.9
17.444472,78.489394,17.500818,78.449643,7.552,15,5,Stormy,Medium,14.1,Medium,Medium,38.3,46.2
17.392375,78.515895,17.352076,78.53148,4.777,2,5,Cloudy,High,5.1,Medium,Small,36.7,30.6
17.332254,78.382498,17.320866,78.333343,5.369,17,6,Rainy,High,26.7,Medium,Large,29.2,62.3
17.400209,78.44939,17.380491,78.453766,2.241,11,1,Clear,Medium,8.7,Medium,Small,26.7,27.7
17.330462,78.483425,17.361071,78.496976,3.695,21,3,Cloudy,Medium,8.3,Low,Small,27.4,29.0
17.439264,78.370678,17.468973,78.393208,4.077,2,3,Clear,Low,9.1,High,Small,38.6,22.4
17.389231,78.379991,17.387617,78.335034,4.774,7,6,Stormy,Low,17.9,Low,Medium,46.6,44.1
17.376204,78.476797,17.318142,78.471961,6.477,20,6,Cloudy,High,11.2,Low,Small,29.3,57.7
17.360302,78.523741,17.321327,78.519349,4.359,5,5,Cloudy,Medium,16.6,High,Medium,47.2,37.8
17.426057,78.482083,17.372088,78.522317,7.365,6,1,Clear,Medium,29.3,Medium,Large,30.1,52.7
17.372363,78.357241,17.414004,78.353487,4.647,7,2,Cloudy,Medium,20.7,High,Large,42.3,40.8
17.31753,78.544087,17.292303,78.532902,3.046,12,5,Cloudy,Low,19.0,Medium,Medium,34.6,37.8
17.323601,78.377901,17.277752,78.332717,7.0,1,4,Clear,Medium,23.2,Medium,Large,28.5,46.6
17.49238,78.396512,17.47488,78.419848,3.148,14,4,Rainy,High,10.6,High,Small,47.4,42.3
17.481716,78.544993,17.430991,78.559368,5.843,19,0,Cloudy,Medium,17.6,Medium,Medium,39.9,46.6
17.439941,78.504207,17.497404,78.530241,6.961,7,2,Cloudy,Medium,5.3,High,Small,39.5,27.6
17.353174,78.537315,17.330975,78.556069,3.171,4,6,Clear,Medium,15.2,Medium,Medium,39.1,30.9
17.493835,78.511324,17.545803,78.556358,7.496,8,3,Cloudy,Low,21.8,Medium,Large,32.2,46.7
17.45575,78.480347,17.477678,78.525628,5.386,15,6,Clear,Medium,19.6,High,Medium,36.3,43.1
17.443378,78.406911,17.451311,78.383833,2.602,12,2,Cloudy,Low,7.1,Medium,Small,42.7,22.3
17.389872,78.415376,17.386932,78.377266,4.057,14,5,Rainy,Medium,9.6,Medium,Small,25.4,34.4
17.354448,78.539454,17.376934,78.590632,5.979,19,5,Clear,High,20.7,Low,Large,54.8,59.5
17.319278,78.522125,17.341631,78.54769,3.68,22,4,Rainy,Medium,25.5,Medium,Large,27.6,46.2
17.48052,78.421898,17.421783,78.478415,8.866,10,5,Rainy,High,14.5,Medium,Medium,53.2,63.0
17.391155,78.424653,17.440089,78.424288,5.441,18,0,Clear,Low,5.8,High,Small,54.4,25.4
17.340473,78.409539,17.324628,78.465008,6.146,11,2,Clear,Medium,10.1,High,Small,54.2,41.6
17.361191,78.415226,17.343584,78.369952,5.189,3,0,Rainy,Medium,8.5,Medium,Small,52.2,39.2
17.415844,78.522133,17.404635,78.532977,1.696,14,4,Stormy,Medium,12.1,Medium,Medium,43.8,35.4
17.335355,78.352101,17.357588,78.35171,2.473,22,2,Clear,Low,15.4,High,Medium,33.6,26.2
17.471323,78.437211,17.456445,78.377528,6.543,10,3,Stormy,Low,6.7,Medium,Small,36.1,35.2
17.451704,78.538568,17.436564,78.501716,4.256,12,5,Clear,Low,14.2,High,Medium,50.5,32.8
17.443893,78.458527,17.391508,78.416944,7.307,17,5,Clear,High,10.8,Medium,Small,31.1,48.1
17.386419,78.440089,17.376416,78.387386,5.702,19,4,Rainy,Low,9.7,Medium,Small,28.1,31.8
17.425462,78.412474,17.383399,78.466252,7.378,0,0,Clear,Low,10.1,Medium,Medium,29.1,31.1
17.41682,78.364783,17.45949,78.420627,7.59,1,4,Rainy,High,14.3,Medium,Medium,52.5,64.2
17.429969,78.394897,17.410111,78.441907,5.454,11,2,Clear,Low,5.7,Medium,Small,39.1,26.3
17.316889,78.368092,17.372193,78.426757,8.751,2,6,Clear,Medium,13.2,Medium,Medium,53.0,47.1
17.383161,78.37534,17.405305,78.41502,4.878,22,2,Stormy,Medium,8.2,Low,Small,42.8,36.9
17.308323,78.382703,17.339061,78.434565,6.48,16,5,Clear,High,5.5,Low,Small,37.9,51.4
17.398798,78.410406,17.452528,78.374122,7.107,14,4,Rainy,High,18.2,Medium,Large,33.1,57.6
17.365972,78.352203,17.334644,78.323029,4.661,14,2,Stormy,High,5.6,Low,Small,35.2,56.2
17.328905,78.540029,17.33698,78.583477,4.698,11,1,Rainy,Medium,18.3,Medium,Medium,34.9,43.4
17.320681,78.374764,17.265568,78.372299,6.134,1,1,Stormy,Low,11.2,Medium,Small,33.4,41.8
17.417529,78.42663,17.36962,78.452666,6.001,18,3,Stormy,High,12.9,Medium,Medium,29.6,62.5
17.334119,78.525906,17.318109,78.533335,1.947,11,6,Clear,High,9.3,Medium,Small,29.9,35.2
17.485024,78.371314,17.506924,78.34799,3.471,9,6,Cloudy,Medium,6.4,High,Small,41.3,20.1
17.416212,78.446721,17.456015,78.420901,5.205,10,2,Cloudy,Medium,16.2,Low,Medium,45.9,49.2
17.369374,78.518957,17.340142,78.548738,4.534,11,0,Cloudy,Medium,23.7,Medium,Large,25.6,48.8
17.418183,78.461393,17.448072,78.465244,3.349,22,1,Rainy,Low,11.6,Medium,Small,35.7,28.4
17.304561,78.392069,17.271476,78.375195,4.092,4,3,Clear,Medium,15.4,Medium,Medium,33.6,27.5
17.491712,78.497102,17.432439,78.511147,6.757,4,2,Rainy,High,16.8,Medium,Medium,42.6,58.0
17.396461,78.486268,17.34299,78.476661,6.032,2,0,Cloudy,High,19.7,High,Medium,45.6,50.1
17.456547,78.422437,17.466814,78.419446,1.185,14,1,Cloudy,Low,27.4,Low,Large,46.8,55.8
17.316546,78.359259,17.316204,78.380608,2.267,0,4,Cloudy,Medium,13.9,Medium,Medium,41.6,30.6
17.397332,78.351573,17.369783,78.346529,3.11,19,1,Clear,Low,22.4,High,Large,34.5,37.1
17.398141,78.515079,17.338927,78.569071,8.728,17,1,Cloudy,Low,23.1,Medium,Large,53.2,51.8
17.487565,78.414311,17.495727,78.412535,0.927,17,2,Cloudy,Low,26.4,High,Large,33.8,36.5
17.414346,78.377554,17.452458,78.432973,7.247,11,6,Rainy,Low,9.0,Low,Small,38.1,47.2
17.394698,78.45371,17.342923,78.495433,7.263,9,5,Rainy,High,14.4,High,Medium,44.6,53.8
17.353395,78.534167,17.381772,78.581078,5.894,22,2,Rainy,High,8.7,High,Small,44.2,42.3
17.366314,78.351696,17.382459,78.383289,3.803,19,5,Rainy,High,11.2,High,Small,40.8,43.6
17.404134,78.361229,17.401657,78.373772,1.359,4,6,Stormy,Medium,19.3,Low,Medium,32.4,50.7
17.387782,78.433409,17.333583,78.437329,6.041,6,1,Clear,High,19.8,Medium,Medium,53.3,49.3
17.304322,78.485193,17.355151,78.491392,5.69,5,0,Cloudy,High,18.5,Medium,Medium,35.6,48.9
17.465258,78.44522,17.462551,78.409395,3.812,11,1,Clear,Medium,6.1,Medium,Small,46.0,29.5
17.479232,78.52951,17.467185,78.495237,3.874,15,5,Cloudy,Low,9.0,Low,Small,37.2,26.8
17.32805,78.358817,17.371427,78.302916,7.646,5,0,Rainy,Low,6.2,Medium,Small,30.4,26.9
17.410807,78.418028,17.452277,78.447495,5.571,1,1,Rainy,Medium,25.0,Low,Large,31.0,54.0
17.321715,78.42027,17.348986,78.375253,5.659,9,6,Cloudy,Medium,20.4,Medium,Large,33.3,43.4
17.434448,78.418025,17.473971,78.427883,4.517,12,1,Cloudy,Low,9.0,High,Small,28.5,25.0
17.356247,78.447537,17.311166,78.404088,6.812,16,3,Clear,Medium,10.8,Medium,Small,44.3,31.7
17.431885,78.508115,17.463194,78.456101,6.524,2,6,Stormy,High,8.1,High,Small,51.8,50.8
17.445399,78.413577,17.424763,78.417608,2.334,16,5,Clear,Low,19.5,Low,Medium,43.7,37.5
17.453729,78.498897,17.497829,78.543668,6.826,3,2,Clear,Medium,5.6,High,Small,48.3,27.0
17.321548,78.379293,17.305976,78.362015,2.522,7,1,Clear,High,14.6,Low,Medium,37.8,30.9
17.483202,78.462145,17.429719,78.512452,7.99,12,4,Stormy,Medium,29.5,Low,Large,33.5,75.6
17.346043,78.425018,17.335768,78.366254,6.341,2,2,Cloudy,Low,16.0,High,Medium,31.0,37.0
17.307483,78.457842,17.338296,78.453731,3.454,13,5,Cloudy,Medium,11.8,Low,Medium,43.8,45.1
17.41097,78.37155,17.411082,78.329162,4.497,0,4,Clear,High,10.9,Medium,Medium,25.5,37.2
17.374184,78.540693,17.405821,78.518586,4.228,5,2,Clear,Low,11.3,High,Small,28.6,20.4
17.465958,78.531243,17.410191,78.474091,8.672,13,2,Clear,Low,10.4,Low,Medium,48.5,41.2
17.46165,78.515279,17.42291,78.459521,7.317,6,0,Clear,Medium,18.2,High,Medium,49.0,40.2
17.363428,78.528557,17.371061,78.554094,2.84,10,4,Cloudy,Medium,11.1,Low,Small,45.8,27.5
17.49058,78.379338,17.476818,78.397882,2.492,6,6,Clear,High,11.9,Medium,Small,32.5,31.4
17.358184,78.450744,17.379805,78.415745,4.425,12,6,Cloudy,High,12.9,Medium,Medium,38.3,45.1
17.403011,78.413582,17.458518,78.46172,8.011,3,4,Cloudy,High,25.3,Low,Large,29.1,66.6
17.351193,78.527477,17.370376,78.550034,3.206,3,5,Cloudy,Low,6.3,High,Small,43.3,17.0
17.487209,78.387888,17.477292,78.368228,2.359,23,6,Rainy,High,8.9,High,Small,41.1,29.9
17.332922,78.393989,17.338005,78.382907,1.305,7,1,Clear,Medium,8.1,Medium,Small,51.1,17.1
17.308982,78.487343,17.358521,78.46245,6.109,16,5,Cloudy,Medium,6.0,Medium,Small,48.0,27.0
17.387019,78.36778,17.407778,78.407452,4.801,0,0,Clear,Medium,11.6,Medium,Medium,33.0,32.6
17.498475,78.496473,17.534857,78.495749,4.046,2,5,Stormy,Medium,11.3,Medium,Small,27.2,40.0
17.478335,78.403625,17.454518,78.359862,5.344,18,1,Stormy,Medium,11.7,Medium,Small,39.3,52.7
17.449722,78.482187,17.47904,78.446393,5.004,8,4,Clear,Medium,19.3,Medium,Large,45.9,46.5
17.478158,78.524608,17.43489,78.500197,5.464,7,0,Clear,Low,5.1,Low,Small,36.4,26.5
17.478689,78.471922,17.508662,78.460301,3.553,4,0,Clear,Medium,10.2,Medium,Small,54.8,29.4
17.403772,78.392537,17.449559,78.403654,5.226,6,4,Clear,Low,17.5,Medium,Medium,42.8,36.1
17.363186,78.359833,17.411214,78.415533,7.966,5,6,Clear,Medium,11.1,Medium,Medium,53.2,48.3
17.454402,78.358923,17.408393,78.330354,5.946,19,0,Clear,Medium,20.0,Medium,Large,51.8,45.4
17.432332,78.367762,17.471918,78.347171,4.914,22,5,Clear,High,16.0,Medium,Medium,40.8,41.6
17.374732,78.465964,17.327924,78.408838,7.991,0,5,Clear,Medium,10.0,Medium,Medium,52.1,40.3
17.318893,78.419644,17.316301,78.40435,1.649,3,5,Clear,High,18.2,Low,Medium,39.8,36.9
17.449358,78.398621,17.471261,78.419631,3.301,15,1,Clear,Medium,16.6,Medium,Medium,49.0,30.7
17.352492,78.393861,17.350602,78.449429,5.901,21,6,Cloudy,Low,23.2,Low,Large,41.0,49.5
17.487363,78.539716,17.468152,78.568539,3.729,7,4,Rainy,Medium,25.4,Low,Large,49.8,53.0
17.348194,78.373763,17.370253,78.327923,5.448,20,1,Clear,Low,19.9,High,Medium,46.1,39.4
17.324552,78.410963,17.343857,78.457768,5.412,0,6,Clear,High,20.2,Low,Large,35.6,53.9
17.466223,78.444295,17.47617,78.484937,4.45,17,1,Stormy,Medium,18.5,Medium,Medium,34.3,40.3
17.330657,78.35009,17.334068,78.312773,3.979,22,3,Clear,Medium,18.6,Medium,Medium,48.2,42.5
17.335854,78.534191,17.360542,78.586312,6.176,11,1,Clear,High,20.0,High,Medium,53.9,54.3
17.419877,78.36982,17.408241,78.395512,3.017,14,2,Cloudy,Medium,12.5,Low,Medium,36.7,40.9
17.474912,78.486494,17.423165,78.520432,6.788,6,4,Clear,Medium,14.8,High,Medium,50.7,42.9
17.339287,78.475773,17.343781,78.47087,0.722,18,6,Cloudy,Low,14.0,Low,Medium,42.3,36.4
17.362065,78.511813,17.388879,78.475895,4.839,19,3,Rainy,Medium,18.8,Medium,Large,51.9,48.9
17.455481,78.480278,17.43138,78.51617,4.656,19,4,Cloudy,High,16.3,High,Medium,53.2,50.6
17.494365,78.503877,17.451255,78.501171,4.802,20,0,Rainy,Medium,14.5,Medium,Medium,49.3,48.8
17.400148,78.43425,17.449569,78.490341,8.1,1,1,Clear,Low,7.4,High,Small,28.7,27.9
17.32878,78.447741,17.372429,78.406141,6.561,12,4,Clear,Medium,19.0,High,Medium,40.2,47.9
17.302787,78.490332,17.316999,78.472981,2.427,12,0,Clear,Medium,11.3,Medium,Medium,52.9,31.7
17.345931,78.463685,17.380324,78.491951,4.86,1,2,Cloudy,Medium,25.8,Low,Large,42.3,57.6
17.326364,78.452308,17.382621,78.460982,6.323,19,0,Rainy,Medium,29.1,High,Large,28.0,63.8
17.435532,78.391112,17.443843,78.383105,1.255,4,3,Cloudy,Medium,15.9,High,Medium,43.4,24.2
17.324367,78.401622,17.293668,78.425815,4.272,10,1,Clear,High,18.6,Medium,Medium,52.9,43.3
17.401266,78.421699,17.417923,78.449702,3.501,1,1,Stormy,Medium,7.5,Medium,Small,39.2,29.1
17.438852,78.351857,17.488604,78.361133,5.619,18,3,Clear,Medium,24.3,Medium,Large,50.7,60.8
17.416223,78.433473,17.439041,78.411765,3.427,4,1,Stormy,High,19.2,Low,Medium,25.6,54.4
17.339955,78.350554,17.283104,78.364805,6.5,12,5,Clear,High,7.9,Medium,Small,43.8,42.3
17.460825,78.463003,17.510881,78.468432,5.596,12,3,Cloudy,Low,23.7,High,Large,54.4,43.1
17.443081,78.490806,17.473522,78.526524,5.081,2,6,Cloudy,Low,17.4,Medium,Medium,29.0,35.5
17.447797,78.46243,17.436017,78.480845,2.352,20,1,Cloudy,Medium,10.9,Medium,Medium,40.8,30.3
17.326212,78.488704,17.384711,78.488317,6.505,0,0,Rainy,High,6.0,Low,Small,28.0,45.7
17.324751,78.350003,17.351352,78.292247,6.807,15,2,Cloudy,Low,7.1,High,Small,37.5,25.5
17.485513,78.361888,17.524565,78.321921,6.068,4,0,Cloudy,High,19.3,Medium,Medium,47.1,53.6
17.379516,78.489692,17.432696,78.470084,6.269,14,2,Rainy,Low,8.6,Medium,Small,50.9,40.8
17.36019,78.51058,17.304939,78.522745,6.278,5,5,Clear,Medium,12.4,Medium,Medium,51.2,44.6
17.397717,78.49354,17.430647,78.528623,5.221,17,6,Cloudy,High,17.6,High,Medium,48.5,47.2
17.432573,78.482602,17.418934,78.537797,6.049,13,3,Rainy,Low,9.4,High,Small,50.7,42.0
17.491125,78.491477,17.535414,78.503453,5.086,15,1,Clear,High,13.8,Medium,Medium,39.0,39.2
17.357289,78.497918,17.402757,78.525379,5.835,23,2,Clear,High,27.5,Medium,Large,48.9,59.9
17.484962,78.494875,17.524396,78.509448,4.649,10,2,Clear,Low,10.8,Medium,Medium,48.7,30.1
17.304972,78.497602,17.338476,78.489235,3.83,18,0,Clear,Low,8.4,Medium,Small,42.5,29.7
17.41104,78.364804,17.446354,78.377965,4.168,19,5,Cloudy,High,14.1,Medium,Medium,25.8,41.6
17.426795,78.362654,17.402381,78.350735,2.995,7,5,Cloudy,High,14.4,Medium,Medium,33.2,38.6
17.321179,78.422224,17.309963,78.416661,1.38,7,2,Clear,Medium,11.9,Medium,Small,39.9,22.9
17.328068,78.455519,17.281875,78.50484,7.335,16,3,Cloudy,Low,16.3,Low,Medium,45.7,37.8
17.383823,78.502524,17.423494,78.510187,4.486,22,3,Clear,Low,8.6,Medium,Small,27.5,21.5
17.493246,78.416942,17.510767,78.368991,5.445,0,3,Stormy,Medium,10.9,High,Small,35.5,42.7
17.419209,78.405023,17.432735,78.407875,1.534,2,5,Rainy,Medium,7.0,High,Small,35.1,28.8
17.486605,78.50629,17.456134,78.560681,6.69,4,4,Clear,Medium,29.6,High,Large,29.2,51.6
17.460872,78.399867,17.474677,78.351873,5.317,15,0,Clear,Medium,16.9,High,Medium,38.4,34.8
17.393476,78.514168,17.388023,78.570711,6.03,10,1,Rainy,High,10.8,Medium,Small,47.4,47.0
17.456953,78.385427,17.516385,78.443944,9.066,12,6,Cloudy,Low,9.4,High,Small,54.9,44.1
17.303567,78.421895,17.347136,78.42918,4.906,7,2,Clear,Medium,12.6,Medium,Medium,49.6,34.3
17.321829,78.430215,17.324947,78.410108,2.162,10,3,Cloudy,Low,5.0,Medium,Small,50.6,19.5
17.465886,78.409902,17.5029,78.350938,7.486,18,5,Clear,High,21.4,High,Large,36.1,67.3
17.459363,78.350671,17.419104,78.292532,7.621,10,5,Stormy,Medium,13.9,Medium,Medium,49.2,59.5
17.346528,78.397102,17.298696,78.383673,5.506,9,3,Rainy,High,19.3,Medium,Large,45.1,59.4
17.406154,78.417531,17.421832,78.451499,4.004,1,6,Clear,Medium,6.3,Medium,Small,34.9,22.6
17.421203,78.412725,17.448417,78.46581,6.393,9,4,Cloudy,High,10.4,High,Small,36.9,38.0
17.473548,78.507111,17.419915,78.465684,7.408,18,6,Rainy,Medium,19.0,Low,Large,48.8,63.0
17.420621,78.359474,17.384737,78.358004,3.993,3,3,Clear,Low,11.6,Medium,Medium,31.2,24.4
17.382514,78.42779,17.386986,78.427997,0.498,8,1,Rainy,High,10.5,High,Medium,47.1,23.2
17.374837,78.357503,17.322375,78.343139,6.029,6,0,Cloudy,Low,5.7,High,Small,40.6,23.9
17.385176,78.53613,17.376063,78.540924,1.134,11,3,Clear,High,11.0,Medium,Small,30.1,25.5
17.430386,78.508042,17.428236,78.559045,5.416,19,6,Stormy,Medium,6.4,Medium,Small,37.6,38.1
17.473498,78.546432,17.524115,78.539056,5.682,20,2,Cloudy,Medium,9.4,High,Small,44.0,29.1
