user_id,zone,latitude,longitude
188,Midtown,40.76720738207012,-73.98803394836018
189,Midtown,40.75098836984613,-73.98030527432032
190,Brooklyn,40.66938274697175,-73.94232676883992
191,Brooklyn,40.678236092283626,-73.94730362341011
192,Brooklyn,40.67682313835121,-73.94347726382016
193,Midtown,40.75816831991807,-73.98929003286383
194,Queens,40.73357464172293,-73.78465180649692
195,Downtown,40.712363529275606,-74.00312821299671
196,Midtown,40.753696459770936,-73.98006911511779
197,Downtown,40.71541359909758,-73.99911594482808
198,Midtown,40.75361835667154,-73.97891878403391
199,Queens,40.72650008949552,-73.7947423684434
200,Midtown,40.76008567469338,-73.98492482482617
201,Queens,40.73449888928452,-73.7884585779241
202,Uptown,40.78851983121931,-73.97106732358856
203,Brooklyn,40.67735885143637,-73.94794508892255
204,Uptown,40.77240105506123,-73.96136683762049
205,Midtown,40.75415896956803,-73.98867963942243
206,Brooklyn,40.67441009993661,-73.95287352537527
207,Queens,40.72755137490495,-73.78993611820532
208,Midtown,40.75154454553641,-73.98765623195321
209,Brooklyn,40.67809630072267,-73.94202451657918
210,Midtown,40.74970362185384,-73.97491394581905
211,Brooklyn,40.671796412816406,-73.95107423227601
212,Brooklyn,40.68431345741285,-73.94440457686845
213,Uptown,40.77825171193316,-73.96378295388483
214,Brooklyn,40.67820165812628,-73.940790567883
215,Midtown,40.759672574233015,-73.98489910436723
216,Downtown,40.71737152063115,-73.99405310228171
217,Downtown,40.71677424102458,-74.00647658721168
218,Uptown,40.7846143325725,-73.96921562735736
219,Queens,40.731820016542684,-73.78665322752045
220,Downtown,40.71966544066303,-74.00109568214307
221,Uptown,40.785225112969975,-73.96459140199889
222,Brooklyn,40.669013988265924,-73.94869769748408
223,Midtown,40.75225733396925,-73.97785912608906
224,Brooklyn,40.68168185035861,-73.94335203954512
225,Midtown,40.75176452033145,-73.98772889457221
226,Queens,40.73630053069729,-73.7937902787828
227,Uptown,40.78278410085917,-73.97024876855922
228,Uptown,40.7835262438568,-73.96185955748739
229,Downtown,40.71842372099451,-74.00409352147186
230,Uptown,40.78218575051345,-73.97510402397192
231,Queens,40.729081385178645,-73.79995713805934
232,Downtown,40.71729561742,-74.00623698725396
233,Brooklyn,40.67083864692083,-73.9509318286538
234,Uptown,40.78167350918806,-73.97477677960742
235,Brooklyn,40.68234576647689,-73.94542095675665
236,Brooklyn,40.67852800074171,-73.94630942676957
237,Uptown,40.790436669060384,-73.96756546198814
238,Midtown,40.74702038320906,-73.98768913808702
239,Brooklyn,40.669749991160266,-73.95654990622317
240,Downtown,40.71664843258311,-74.01442886454666
241,Uptown,40.78742903607466,-73.9712890906775
242,Downtown,40.71183374996584,-74.00893401635004
243,Brooklyn,40.680201972000226,-73.95038335865979
244,Brooklyn,40.68192603488816,-73.93440774335456
245,Downtown,40.70873068397074,-74.00185624939307
246,Brooklyn,40.67466575812475,-73.94449213580072
247,Uptown,40.78404863089599,-73.9700335137875
248,Brooklyn,40.682720444799465,-73.94552570505503
249,Downtown,40.70697021536821,-74.01226907622348
250,Downtown,40.71181026184033,-74.00084639856804
251,Uptown,40.78187881684148,-73.96694334959444
252,Downtown,40.71488979552522,-74.01588666891536
253,Midtown,40.754856508149956,-73.98286783748942
254,Brooklyn,40.67547058208098,-73.94251583887211
255,Downtown,40.71904282890379,-74.00760865614428
256,Brooklyn,40.67550371259189,-73.93371367330684
257,Downtown,40.71133951818489,-73.9960562766687
258,Downtown,40.7048425118204,-74.00788753982624
259,Uptown,40.77953187061577,-73.97231409605247
260,Brooklyn,40.68078038038169,-73.94590135215704
261,Downtown,40.714403009781776,-74.00905666186523
262,Midtown,40.75789758495033,-73.98860380256279
263,Queens,40.73095491142973,-73.79236571444154
264,Queens,40.73863857018148,-73.78509279281637
265,Uptown,40.779360705862764,-73.96344959055052
266,Uptown,40.77500288128282,-73.96725411502545
267,Midtown,40.749647235019644,-73.99603555958984
268,Brooklyn,40.67468174082084,-73.95352274741695
269,Uptown,40.77822836531691,-73.96587918346752
270,Midtown,40.755368304238225,-73.97590313276035
271,Downtown,40.719063274527784,-74.00323132687988
272,Downtown,40.72049829536485,-74.00752790157526
273,Queens,40.73072154250924,-73.78813849495302
274,Uptown,40.793806361077266,-73.9674320311406
275,Uptown,40.78131813471717,-73.96551277359633
276,Uptown,40.77493740478999,-73.9804828455363
277,Brooklyn,40.683465890339434,-73.94248330043983
278,Downtown,40.703607028041255,-73.99712714426434
279,Downtown,40.709024984886504,-74.00336275784767
280,Midtown,40.75750056116211,-73.97925877634188
281,Uptown,40.78258809259975,-73.97101813544747
282,Brooklyn,40.67724523618564,-73.94366962438853
283,Uptown,40.7771960498359,-73.96418736228813
284,Uptown,40.783045988052834,-73.97454894174253
285,Queens,40.73321831244369,-73.7987381955913
286,Downtown,40.71289983958268,-74.00839107012386
287,Uptown,40.778948870601795,-73.97108276798765
288,Uptown,40.77686230769701,-73.97925044455667
289,Uptown,40.77905202708522,-73.9675447053481
290,Queens,40.73016166876207,-73.79572123443036
291,Midtown,40.7566180113118,-73.97973155369944
292,Queens,40.724197464497024,-73.80549534963264
293,Midtown,40.74384620289009,-73.97971238486757
294,Uptown,40.78520006381836,-73.96451552528023
295,Uptown,40.77861146300512,-73.96900726082998
296,Queens,40.73164531239508,-73.79474990505916
297,Uptown,40.779319451789355,-73.9668739835033
298,Midtown,40.74996049773165,-73.97764285870629
299,Downtown,40.7135658595363,-74.00338536716079
300,Midtown,40.76668849615013,-73.9810117940951
301,Queens,40.731945149955585,-73.78661529062917
302,Downtown,40.71348109649603,-74.00219421507177
303,Queens,40.72999425768191,-73.7989012956636
304,Uptown,40.77434442069257,-73.96486679049046
305,Downtown,40.707188298146235,-74.0066186064492
306,Midtown,40.742345355674765,-73.98383358495698
307,Uptown,40.79174936947288,-73.97066559786288
308,Midtown,40.76253693014578,-73.97915566066172
309,Downtown,40.71476409263108,-73.99725573546172
310,Brooklyn,40.67887557551542,-73.94407789278944
311,Brooklyn,40.67044204998751,-73.93554368944943
312,Downtown,40.711703500198745,-74.00517705843615
313,Midtown,40.76386195939202,-73.97698916028138
314,Midtown,40.75555707999098,-73.98300783464232
315,Brooklyn,40.675376767668936,-73.94666211828228
316,Brooklyn,40.669409646699975,-73.93458950466116
317,Brooklyn,40.685101528638654,-73.9471394239939
318,Queens,40.727849580994864,-73.79817404539084
319,Brooklyn,40.669416330733185,-73.95048020147772
320,Midtown,40.75027867158964,-73.97766366240398
321,Downtown,40.70641230991321,-73.99848276350284
322,Brooklyn,40.677541282371436,-73.94233435079323
323,Queens,40.72923669484806,-73.7998193656802
324,Queens,40.725683914678605,-73.79493389392867
325,Midtown,40.75878523298243,-73.98551309675504
326,Midtown,40.75529401120236,-73.98915234298542
327,Downtown,40.718111561926364,-74.00844445781593
328,Downtown,40.7110140296096,-74.00347132174352
329,Uptown,40.79832662796005,-73.97422584413592
330,Uptown,40.78027755638263,-73.96974133058424
331,Midtown,40.75038335004122,-73.99288161099871
332,Midtown,40.74976849724952,-73.97560409471102
333,Queens,40.727145296367226,-73.79685705789264
334,Uptown,40.77450231954567,-73.96684875558013
335,Queens,40.72967281421914,-73.79395657489282
336,Queens,40.71867348115218,-73.79288750941222
337,Midtown,40.75570835462028,-73.98965992196737
338,Midtown,40.74814374127952,-73.98780279492092
339,Queens,40.7262935329631,-73.79858926707021
340,Brooklyn,40.68122270199566,-73.9440732628698
341,Midtown,40.76642018841938,-73.97736922209748
342,Brooklyn,40.672809997396094,-73.94203372580064
343,Uptown,40.78234841275287,-73.97570170186057
344,Queens,40.72458120662613,-73.79446333012369
345,Midtown,40.7505506483872,-73.9844031691743
346,Queens,40.72462513335015,-73.79665432550449
347,Queens,40.73232033237819,-73.7949770826291
348,Downtown,40.71035972067885,-74.0021814403933
349,Downtown,40.724046563491356,-74.00959963209242
350,Uptown,40.78517989627947,-73.97292945501833
351,Downtown,40.70774994669413,-74.00108939598553
352,Midtown,40.75306647408927,-73.98165518613321
353,Uptown,40.779090765049794,-73.96480444093191
354,Queens,40.732200343264736,-73.78772075141201
355,Queens,40.720006101717175,-73.80170270560095
356,Downtown,40.70609524309782,-74.00455851106194
357,Queens,40.72524226940626,-73.79743978313776
358,Downtown,40.71621473396569,-74.01199359534009
359,Brooklyn,40.68436530137411,-73.94814596692049
360,Queens,40.73510271095387,-73.79640384174611
361,Queens,40.73084900759974,-73.79637260342585
362,Midtown,40.75448555231821,-73.98703444344115
363,Queens,40.73217312906157,-73.7949682069756
364,Downtown,40.707077496912845,-73.99376676901055
365,Uptown,40.77387671388992,-73.97982609297506
366,Uptown,40.78528318788843,-73.96551411541338
367,Midtown,40.74987160791426,-73.98409187156672
368,Downtown,40.712473466339176,-74.00818939423579
369,Brooklyn,40.67879813507936,-73.95429105038045
370,Midtown,40.75614059779589,-73.98018618343713
371,Brooklyn,40.68288895769262,-73.95140483748662
372,Uptown,40.78726037594146,-73.9670605304779
373,Midtown,40.75587500033584,-73.97529334565503
374,Queens,40.72598992359765,-73.80131401881796
375,Downtown,40.71333881044338,-74.00015819707521
376,Brooklyn,40.67521894791662,-73.94407280317625
377,Brooklyn,40.67721785538997,-73.95467102315921
378,Midtown,40.7679908671179,-73.99002408427474
379,Midtown,40.75581094850442,-73.98310886678681
380,Downtown,40.71505122508519,-74.00399408377183
381,Queens,40.72467259675485,-73.802803456278
382,Queens,40.73330036708215,-73.79474147453173
383,Midtown,40.758701362113314,-73.97988222019825
384,Downtown,40.71663676277328,-74.00100712240291
385,Downtown,40.71387445623377,-74.00806417983632
386,Downtown,40.717970950478836,-74.00380765610721
387,Queens,40.734558425983174,-73.78953782306768
388,Queens,40.72961549459675,-73.7906377201039
389,Downtown,40.712226938205,-74.00154281392335
390,Brooklyn,40.68267285495057,-73.94363246692183
391,Downtown,40.7082793734672,-74.00647258868521
392,Midtown,40.751310198596926,-73.98263943213122
393,Uptown,40.78283349828558,-73.97501884359501
394,Brooklyn,40.669493214657805,-73.93863952503462
395,Queens,40.732337976367816,-73.80255202278384
396,Downtown,40.70798543056267,-74.0085215515596
397,Downtown,40.710442544892494,-74.00618121408347
398,Midtown,40.7538336020216,-73.98165160250531
399,Midtown,40.755096434107855,-73.98071235742498
400,Queens,40.72648173361789,-73.78745506921352
401,Brooklyn,40.67786314476385,-73.94381123943097
402,Midtown,40.75460186183805,-73.98758992924914
403,Queens,40.72596484521186,-73.79562518365758
404,Uptown,40.7792340277118,-73.97279698778105
405,Uptown,40.788507369621776,-73.96860033268315
406,Uptown,40.772577971488666,-73.97653499498803
407,Downtown,40.711771424204954,-74.00687714860562
408,Queens,40.72585550264058,-73.78678668990737
409,Downtown,40.71489395743363,-74.00510073934532
410,Downtown,40.705528536017404,-74.01126466397879
411,Midtown,40.75240107329378,-73.98569892308521
412,Midtown,40.75438820133005,-73.99516491638768
413,Downtown,40.71815036805185,-74.00629430041667
414,Downtown,40.71446092483398,-73.99776159319529
415,Brooklyn,40.67228255894565,-73.95013301483694
416,Queens,40.7257626164064,-73.80218023435557
417,Downtown,40.71723025676331,-74.00926630008375
418,Midtown,40.748896125670385,-73.97939341829834
419,Uptown,40.78270677865814,-73.96267681207901
420,Queens,40.72815439773737,-73.79265893924693
421,Brooklyn,40.676271084700396,-73.95062954860555
422,Brooklyn,40.691678758913994,-73.94431112436313
423,Uptown,40.78103634270276,-73.96225287258954
424,Uptown,40.78534882579684,-73.97275450350942
425,Downtown,40.7089684943989,-74.00529763747413
426,Queens,40.73083873996,-73.79369720198001
427,Queens,40.732553937984264,-73.80262931479584
428,Downtown,40.70986017981627,-74.0010102664369
429,Brooklyn,40.6779264909239,-73.93993119125251
430,Downtown,40.708323601150546,-74.01596770198927
431,Brooklyn,40.672477980939746,-73.95085325809184
432,Queens,40.733383977162504,-73.79974850062568
433,Downtown,40.71002999527058,-74.0022582537687
434,Uptown,40.77103193835746,-73.97495556035086
435,Downtown,40.72162678078247,-74.00399324450372
436,Uptown,40.779089523384684,-73.97210887497667
437,Queens,40.72696813478126,-73.79454414123508
438,Downtown,40.72100453252747,-74.0035203228521
439,Midtown,40.75419128952906,-73.98263832939298
440,Queens,40.72738331698899,-73.79499485937784
441,Midtown,40.748759134777245,-73.98236459785349
442,Downtown,40.704625831501865,-74.00491513961406
443,Uptown,40.78226806867702,-73.97224833485647
444,Uptown,40.78491404887037,-73.97335617702552
445,Brooklyn,40.67972762704105,-73.93479778590985
446,Midtown,40.75249369459765,-73.9862135244593
447,Queens,40.72830128899673,-73.7880650250282
448,Uptown,40.773913950023356,-73.97462564573334
449,Midtown,40.757200835103475,-73.97994912742512
450,Queens,40.72900702922385,-73.7859812088501
451,Queens,40.738068304470914,-73.79658753243439
452,Uptown,40.78313739823214,-73.9745369607787
453,Downtown,40.70808665323927,-74.00814614810339
454,Uptown,40.78284638432955,-73.97129683817326
455,Uptown,40.78146100099992,-73.96959064330787
456,Downtown,40.71497353934385,-74.00619998594816
457,Brooklyn,40.67833446030862,-73.946299922798
458,Queens,40.721900266494735,-73.78512729071095
459,Downtown,40.70462128355903,-74.00700219412727
460,Brooklyn,40.67951454101316,-73.9473005068857
461,Downtown,40.71971557270535,-74.0018474441621
462,Brooklyn,40.67859673942026,-73.93996782100253
463,Uptown,40.7871664867696,-73.96413755311546
464,Downtown,40.717864045771016,-73.99636068120475
465,Queens,40.729533959228974,-73.79316863989881
466,Downtown,40.708727542560695,-74.00744127122772
467,Uptown,40.784076540425225,-73.9807111853352
468,Downtown,40.71883536443801,-74.01068925709174
469,Queens,40.730849452748004,-73.79385719115834
470,Brooklyn,40.68194122671414,-73.95010470923285
471,Queens,40.72588726879154,-73.80282560877346
472,Uptown,40.78208823120127,-73.97087086052524
473,Uptown,40.7825063634455,-73.96731620390462
474,Brooklyn,40.67794330998731,-73.94543239022944
475,Brooklyn,40.684039791580055,-73.93971606198636
476,Queens,40.71646413135831,-73.79181708518038
477,Downtown,40.71295269152291,-74.00025383343451
478,Brooklyn,40.677802518121524,-73.93333280770801
479,Downtown,40.70594249429278,-73.99292986679666
480,Midtown,40.75825883608294,-73.98034164441748
481,Queens,40.72457749904028,-73.79719925094955
482,Midtown,40.753114836753234,-73.98369082056739
483,Brooklyn,40.687443909538764,-73.93633372707436
484,Uptown,40.78814986824769,-73.97566612477645
485,Midtown,40.757772434695724,-73.97676169451678
486,Midtown,40.75680388467322,-73.98484962029958
487,Uptown,40.78227659988777,-73.9700643702426
488,Brooklyn,40.68819688632685,-73.9482384378088
489,Brooklyn,40.6822108381572,-73.95081862601295
490,Queens,40.724452250430176,-73.7962941800378
491,Queens,40.72119948860891,-73.78838494152832
492,Brooklyn,40.681034190009946,-73.94770980280143
493,Brooklyn,40.67792065435061,-73.93613739419989
494,Midtown,40.74775530916527,-73.98686436690632
495,Uptown,40.78524293082855,-73.9765411357819
496,Downtown,40.711454864198444,-74.0047318147571
497,Midtown,40.75755332462764,-73.98060464006103
498,Queens,40.7304087010729,-73.79395956041739
499,Uptown,40.78005867989228,-73.97044523302203
500,Downtown,40.71596422382212,-73.99798519894529
501,Brooklyn,40.67571047458682,-73.94372542726254
502,Queens,40.7260355906341,-73.79725203392704
503,Queens,40.725538642966896,-73.80056484771625
504,Midtown,40.76055487213903,-73.97763182155285
505,Uptown,40.78169713805973,-73.97332839011547
506,Uptown,40.78996221590282,-73.97284051494142
507,Midtown,40.76381742435093,-73.97874060297465
508,Midtown,40.751206404315724,-73.97372926102611
509,Midtown,40.74029502342651,-73.98274334043084
510,Queens,40.73342254771636,-73.79558499136532
511,Brooklyn,40.676490140513195,-73.94422826237586
512,Queens,40.72386906793434,-73.79717769142368
513,Queens,40.72525640946924,-73.79667923682834
514,Queens,40.72612593089317,-73.79665244615347
515,Downtown,40.71928596545347,-74.00144635960997
516,Queens,40.72899955619659,-73.79534085296284
517,Downtown,40.719217993150544,-73.99920343793696
518,Uptown,40.78557110059639,-73.97178138579997
519,Uptown,40.78155384638025,-73.97303514575471
520,Midtown,40.752948213983956,-73.97761062497946
521,Downtown,40.71560804375375,-74.00589224990186
522,Downtown,40.716902128146664,-74.00663217133548
523,Queens,40.73318396342851,-73.79473219678592
524,Midtown,40.75359230744312,-73.9766667524341
525,Midtown,40.755776029282025,-73.98246961134106
526,Queens,40.73112020204628,-73.78865258005538
527,Downtown,40.71088017487032,-74.0071731220108
528,Queens,40.722525299830984,-73.78945298046385
529,Queens,40.72416864466649,-73.79371157581788
530,Uptown,40.78189482278726,-73.96678712169009
531,Downtown,40.7161110356961,-74.0011667688166
532,Downtown,40.71909488747786,-74.0107080976452
533,Midtown,40.748119763956325,-73.98364021196808
534,Uptown,40.78011327493035,-73.96641401023724
535,Downtown,40.71101068751469,-74.00041757315131
536,Uptown,40.78707358516153,-73.96493282761604
537,Downtown,40.71015944732306,-74.00547636137449
538,Uptown,40.78095133832526,-73.96349895229434
539,Downtown,40.70574003711425,-74.00928603284808
540,Brooklyn,40.68061703657986,-73.95167382584845
541,Downtown,40.71199300462702,-74.00738805446926
542,Downtown,40.7095297748251,-74.00002078857827
543,Downtown,40.71150243387759,-74.01143103585562
544,Queens,40.73383497750966,-73.80224929006438
545,Downtown,40.707775565458405,-74.0146025449394
546,Uptown,40.77889170184448,-73.96752027857904
547,Uptown,40.78936126223733,-73.9784380236264
548,Uptown,40.783478874140094,-73.96845484836992
549,Brooklyn,40.68154877048356,-73.94584043291819
550,Queens,40.73020875955003,-73.79875299091823
551,Midtown,40.75472332723853,-73.98899361162711
552,Queens,40.726458504404256,-73.79386854579661
553,Midtown,40.759057790112415,-73.98777078907123
554,Queens,40.73401168283905,-73.79492486404847
555,Uptown,40.78852094173508,-73.96919296806612
556,Brooklyn,40.67227264183176,-73.94113669382918
557,Queens,40.73472455508922,-73.79022839794096
558,Brooklyn,40.67641032372901,-73.94337635827355
559,Queens,40.724424852312275,-73.80015045026154
560,Uptown,40.782253361516155,-73.96887136332539
561,Downtown,40.716955642176245,-74.00271898178866
562,Uptown,40.78580232092014,-73.97210779615281
563,Downtown,40.71152306794073,-74.00743951564208
564,Queens,40.73238832933439,-73.78252411307318
565,Midtown,40.755599302903796,-73.99046525584151
566,Midtown,40.752035142672305,-73.98153162814027
567,Midtown,40.751359823585204,-73.97876984276807
568,Brooklyn,40.68025117422211,-73.94590632620611
569,Uptown,40.78268741132092,-73.9720425837595
570,Queens,40.721322474232934,-73.79690733315364
571,Uptown,40.78733580746535,-73.97119888843568
572,Midtown,40.75249862485688,-73.97950253718656
573,Downtown,40.72076059823995,-74.0069910397695
574,Downtown,40.705785050074226,-73.99044703930468
575,Midtown,40.75399645701805,-73.9862636879627
576,Queens,40.7247001115778,-73.78801242417167
